,date,pred,cci,copper,copper_pct,gdp,alc,alc_pct,spread,emp,emp_pct,inflation
0,1980-01-01,0.0,0.25007454057737005,0.09475073663627234,0.012603318830445931,0.09748839151997354,0.11528234386369526,0.04216286152737209,0.15779319253737786,0.03943562803476435,0.15057457621730602,0.0398344102554226
1,1980-02-01,1.0,0.2556012481714501,0.09942297545598215,0.012284625710096201,0.10117155287804962,0.10062706484616053,0.04798728540511838,0.15357668001457211,0.0415369976097074,0.14140310157282132,0.04638846833604218
2,1980-03-01,1.0,0.26190424361780856,0.09189096808530704,0.009476012658838563,0.10413393940989768,0.07955189261861613,0.052418380209208484,0.1656564878756501,0.04463883816258217,0.15129374669846768,0.039035490663623613
3,1980-04-01,1.0,0.25431136906204177,0.08656982191008937,0.015046659270592427,0.11242948262105663,0.06535516829838227,0.04544726160076828,0.18707371295469055,0.042137384617515775,0.14706156225372655,0.04456757741113627
4,1980-05-01,1.0,0.26727196595071323,0.07808827449525893,0.01193449196815414,0.1150416317919814,0.05788174969441887,0.06202523151772121,0.17464404911003015,0.04847895600465135,0.14122682270018722,0.0434068267668836
5,1980-06-01,1.0,0.27147530564822786,0.07636788257998227,0.012861867158553692,0.10049884975327239,0.05447637797127118,0.05750976332461549,0.1837347738122669,0.05121619230933874,0.15130339052899697,0.040555596913474525
6,1980-07-01,1.0,0.26088841512406347,0.08680211642957421,0.01750127305431534,0.10652609719406163,0.050208066583319354,0.061665263927820124,0.1650445296927423,0.053589253528492364,0.14640138049761486,0.05137360396799629
7,1980-08-01,0.0,0.26113126503269235,0.08281500831227435,0.01753302495801909,0.11415704859532794,0.05083457666173107,0.07225179378596823,0.16626472543848328,0.04823745458571794,0.13904083774321185,0.0477342648865739
8,1980-09-01,0.0,0.2572550025292287,0.0940055931622378,0.012468654305440672,0.10702058825674807,0.05538249292245213,0.07235146196628407,0.16211329107159106,0.04441306921122595,0.15017273787322416,0.04481710870156733
9,1980-10-01,0.0,0.2697187553021928,0.0763771788212599,0.019555040600561804,0.1039489355725439,0.05738416890842375,0.08299865583395655,0.16227706529614658,0.04803193610446502,0.1433028297095975,0.036405433850852174
10,1980-11-01,0.0,0.23183881092398267,0.07809128805269248,0.022181558665591874,0.1053137949344431,0.06017108780359424,0.06755372678155216,0.18636357038557214,0.042813933406203174,0.16548209238462377,0.04019013666174444
11,1980-12-01,0.0,0.2796681048777981,0.06748854672058423,0.019791425063312915,0.10116361084059515,0.06187956305885408,0.06579246116166448,0.14256000393310528,0.041292255730044095,0.17300166605873746,0.04736236255530414
12,1981-01-01,1.0,0.2635837136428473,0.07228999486231026,0.014003040155175667,0.10226409964512068,0.0545269148227716,0.08538311970405177,0.157935667196969,0.04506067432029457,0.16407697786425196,0.04087579778620734
13,1981-02-01,1.0,0.25318635589720273,0.07601229085396005,0.025417666663100098,0.09503598855058915,0.06712708022944794,0.0664378565667657,0.17019862185366608,0.043767340427107726,0.1634404911519897,0.039376307806170886
14,1981-03-01,0.0,0.253007721183136,0.07050755086597316,0.021294887488546646,0.09122853572010624,0.06384069506679932,0.08833641007041614,0.15862013433838895,0.04206827530638068,0.17340131055729077,0.03769447940296214
15,1981-04-01,0.0,0.23500554594141498,0.07404336533934998,0.0152365137925207,0.10210745315890479,0.07400029524773195,0.07520007684389049,0.15691438490485826,0.046415552933480216,0.18532407998629266,0.035752731851556016
16,1981-05-01,0.0,0.2193213273859599,0.08691702293412802,0.01928999296633203,0.09572384312966799,0.06774429853816384,0.09793113009406905,0.15461753860970492,0.04108952720675702,0.17572424053858407,0.041641078596633276
17,1981-06-01,0.0,0.22572510567328974,0.0782067022099995,0.019425513413985115,0.09939580532315533,0.08139470117417688,0.09618549961570835,0.15328815896533937,0.034203203223964314,0.1795191585675669,0.03265615183281448
18,1981-07-01,0.0,0.24178653749112958,0.08347235876670177,0.016065357338730636,0.09482928554400423,0.07279194267187376,0.09284387785028146,0.14079277954179187,0.03966312331683045,0.18441059233566132,0.03334414514299501
19,1981-08-01,0.0,0.23223235002983972,0.09212800723410793,0.020712830315275724,0.09386193307404896,0.0708438878582873,0.09231697316230958,0.15242156822604264,0.03576538942361115,0.17548829655235113,0.034228764124125885
20,1981-09-01,1.0,0.22743600149323148,0.0942012902806139,0.02310543306523399,0.09387709645722768,0.05672040059547767,0.06987041463771577,0.15027110174207597,0.05186501430774736,0.20325424724716182,0.029399000173514322
21,1981-10-01,1.0,0.23900650613952562,0.0795889242080393,0.014469189429632056,0.09782671550736564,0.059836029523196534,0.04872883903961653,0.16295493708248798,0.04903103387571401,0.21517459463177419,0.033383230562648164
22,1981-11-01,1.0,0.25614433481063875,0.07935974819710438,0.018311988948846412,0.0953984379417171,0.053501178356064244,0.04894420503834993,0.16404859029604643,0.04679035882781755,0.20793611533378034,0.029565042249634823
23,1981-12-01,1.0,0.22965686046027095,0.08397555058113294,0.023115468272552894,0.09288556709909902,0.052625363164308575,0.03427402445218152,0.1633618124002695,0.04871365227721337,0.2352021064829535,0.03618959481001787
24,1982-01-01,1.0,0.24905541254034555,0.08819652207211062,0.015012630699955731,0.08327104398260513,0.06423205426244565,0.045462166351089385,0.15205609084729396,0.04735761016204112,0.22484706019087955,0.030509408891233453
25,1982-02-01,1.0,0.234493344609579,0.08419355681240108,0.01845553317570417,0.09806787485301494,0.053487954530439086,0.03826890559833046,0.17697533519825395,0.048151034326618096,0.21771732316890136,0.030189137726757808
