DATE,CSCICP03USM665S
1978-07-01,99.2366622607251
1978-08-01,99.1242033457679
1978-09-01,99.0161497400625
1978-10-01,98.7548709885805
1978-11-01,98.3147829410366
1978-12-01,97.9159765885326
1979-01-01,97.8871291712836
1979-02-01,97.8696884928941
1979-03-01,97.6520835094458
1979-04-01,97.428773959439
1979-05-01,97.2796057730551
1979-06-01,97.0709753534278
1979-07-01,96.8868748731704
1979-08-01,96.9288001447985
1979-09-01,96.9750242463319
1979-10-01,96.8890037504232
1979-11-01,96.868454452499
1979-12-01,96.9139267682582
1980-01-01,97.0104276659643
1980-02-01,96.7732258014812
1980-03-01,96.1567137924061
1980-04-01,95.678187363022
1980-05-01,95.638394522185
1980-06-01,96.0899986505436
1980-07-01,96.7431441460694
1980-08-01,97.4534426628436
1980-09-01,98.0520455186352
1980-10-01,98.306481154659
1980-11-01,98.1811063297463
1980-12-01,97.7571658382193
1981-01-01,97.5863535668248
1981-02-01,97.4771812035219
1981-03-01,97.5919581564911
1981-04-01,97.9519415385582
1981-05-01,98.268868336102
1981-06-01,98.3769124792966
1981-07-01,98.439244106262
1981-08-01,98.4104583948893
1981-09-01,98.1084711311817
1981-10-01,97.6594087260772
1981-11-01,97.2492639783995
1981-12-01,97.1971223331046
1982-01-01,97.3183345055672
1982-02-01,97.2182670784273
1982-03-01,97.0704125376818
1982-04-01,97.1124343209445
1982-05-01,97.1899989793125
1982-06-01,97.1845495776766
1982-07-01,97.2041954269657
1982-08-01,97.3475525342316
1982-09-01,97.6438295947676
1982-10-01,97.9094708848427
1982-11-01,97.9753652628608
1982-12-01,97.9715363800429
1983-01-01,98.0867529485098
1983-02-01,98.5455121850393
1983-03-01,99.2914824496392
1983-04-01,100.092498229306
1983-05-01,100.626798484323
1983-06-01,100.796096589642
1983-07-01,100.755034300149
1983-08-01,100.594233730514
1983-09-01,100.461895961858
1983-10-01,100.469569940318
1983-11-01,100.690263050386
1983-12-01,101.070230819269
1984-01-01,101.449892758375
1984-02-01,101.599968899877
1984-03-01,101.633758309919
1984-04-01,101.494649519782
1984-05-01,101.40554901895
1984-06-01,101.350276788239
1984-07-01,101.431121191248
1984-08-01,101.575120497273
1984-09-01,101.600868393129
1984-10-01,101.410082665398
1984-11-01,101.20346625612
1984-12-01,101.054047892117
1985-01-01,101.033262177084
1985-02-01,100.984531808737
1985-03-01,100.960157599295
1985-04-01,100.961326294622
1985-05-01,100.962484783669
1985-06-01,101.030975878919
1985-07-01,100.950043680492
1985-08-01,100.781210298823
1985-09-01,100.609640064833
1985-10-01,100.498209399101
1985-11-01,100.618808887267
1985-12-01,100.867133323127
1986-01-01,101.077650208732
1986-02-01,101.17795690445
1986-03-01,101.206449975383
1986-04-01,101.252286654237
1986-05-01,101.319510014146
1986-06-01,101.428862204656
1986-07-01,101.362643018385
1986-08-01,101.159380079397
1986-09-01,100.965284516977
1986-10-01,100.86167775776
1986-11-01,100.656405502238
1986-12-01,100.484085106607
1987-01-01,100.447623618
1987-02-01,100.481815620917
1987-03-01,100.564300079725
1987-04-01,100.654522896687
1987-05-01,100.691788770332
1987-06-01,100.773492769108
1987-07-01,100.889668225718
1987-08-01,100.894973616461
1987-09-01,100.687816934302
1987-10-01,100.299009334844
1987-11-01,99.9915400622347
1987-12-01,100.072207108815
1988-01-01,100.366877876822
1988-02-01,100.636462754446
1988-03-01,100.819153129046
1988-04-01,100.868218265775
1988-05-01,100.971996518897
1988-06-01,101.048457731018
1988-07-01,101.124642883063
1988-08-01,101.24678016263
1988-09-01,101.229604458043
1988-10-01,101.071128860012
1988-11-01,100.956397646693
1988-12-01,100.98643485673
1989-01-01,101.145325587744
1989-02-01,101.122528871456
1989-03-01,100.959350114514
1989-04-01,100.736169826509
1989-05-01,100.587972462087
1989-06-01,100.551690562091
1989-07-01,100.607020361742
1989-08-01,100.699280971099
1989-09-01,100.87200264884
1989-10-01,100.852520924171
1989-11-01,100.711463529984
1989-12-01,100.627200456442
1990-01-01,100.624219759247
1990-02-01,100.603699755061
1990-03-01,100.682057706966
1990-04-01,100.741674645079
1990-05-01,100.594146366195
1990-06-01,100.269657203475
1990-07-01,99.7215585608153
1990-08-01,98.8421355263651
1990-09-01,97.9972827956538
1990-10-01,97.322046801425
1990-11-01,97.0822605412439
1990-12-01,97.1551575334983
1991-01-01,97.551035187723
1991-02-01,98.2732442146926
1991-03-01,99.0968063260951
1991-04-01,99.3294231106658
1991-05-01,99.3100444015876
1991-06-01,99.3843110396121
1991-07-01,99.4541383985645
1991-08-01,99.4135130894844
1991-09-01,99.1860473579181
1991-10-01,98.6447999172232
1991-11-01,97.9739688754415
1991-12-01,97.5792713580527
1992-01-01,97.5238843529367
1992-02-01,97.8023377519862
1992-03-01,98.301942319508
1992-04-01,98.6988316470726
1992-05-01,98.9247933921984
1992-06-01,98.9314525851559
1992-07-01,98.7327642744541
1992-08-01,98.5594269682516
1992-09-01,98.5475076028932
1992-10-01,98.844665251459
1992-11-01,99.5549568914701
1992-12-01,100.132957207117
1993-01-01,100.284193292928
1993-02-01,100.152239351367
1993-03-01,99.9392943750058
1993-04-01,99.6757226607524
1993-05-01,99.3390397495014
1993-06-01,99.0772159817936
1993-07-01,98.8339552739428
1993-08-01,98.7715915201116
1993-09-01,98.910326921283
1993-10-01,99.2308638976829
1993-11-01,99.6162060047935
1993-12-01,100.175411494424
1994-01-01,100.65691041464
1994-02-01,100.828889487281
1994-03-01,100.816579079109
1994-04-01,100.782624214339
1994-05-01,100.71120875078
1994-06-01,100.589660159448
1994-07-01,100.506710427186
1994-08-01,100.559281135505
1994-09-01,100.640133363171
1994-10-01,100.747710405213
1994-11-01,100.878440106196
1994-12-01,101.080230452548
1995-01-01,101.174089956739
1995-02-01,101.022132494503
1995-03-01,100.769285788913
1995-04-01,100.659680884349
1995-05-01,100.645208314619
1995-06-01,100.790422837196
1995-07-01,100.924602575618
1995-08-01,100.885793363304
1995-09-01,100.614815237153
1995-10-01,100.435680601407
1995-11-01,100.346713828064
1995-12-01,100.374181246526
1996-01-01,100.392803526325
1996-02-01,100.474124405525
1996-03-01,100.639702178893
1996-04-01,100.672407062463
1996-05-01,100.648824835758
1996-06-01,100.772324762912
1996-07-01,100.953692074863
1996-08-01,101.090309628123
1996-09-01,101.19351314203
1996-10-01,101.332509962669
1996-11-01,101.450639231784
1996-12-01,101.46798401769
1997-01-01,101.525655473488
1997-02-01,101.65972550195
1997-03-01,101.810668897377
1997-04-01,101.998015866339
1997-05-01,102.209676790844
1997-06-01,102.402513332804
1997-07-01,102.53228646108
1997-08-01,102.535315263422
1997-09-01,102.547694525989
1997-10-01,102.53985250368
1997-11-01,102.518935170057
1997-12-01,102.482957361532
1998-01-01,102.656483623479
1998-02-01,102.842047322696
1998-03-01,102.850646764341
1998-04-01,102.826244834873
1998-05-01,102.713683498719
1998-06-01,102.578385557408
1998-07-01,102.42361615606
1998-08-01,102.204976248914
1998-09-01,101.931481122556
1998-10-01,101.776818546819
1998-11-01,101.88304871757
1998-12-01,102.045471648872
1999-01-01,102.317801137358
1999-02-01,102.554442001257
1999-03-01,102.594533055946
1999-04-01,102.589060470344
1999-05-01,102.638621443483
1999-06-01,102.651246875272
1999-07-01,102.588140223037
1999-08-01,102.518165667381
1999-09-01,102.506459410522
1999-10-01,102.483063438992
1999-11-01,102.617045207817
1999-12-01,102.802984830828
2000-01-01,103.063902093059
2000-02-01,103.123707876185
2000-03-01,103.032186385311
2000-04-01,103.011230329137
2000-05-01,102.982608190538
2000-06-01,102.870797392888
2000-07-01,102.832947231615
2000-08-01,102.793512732034
2000-09-01,102.7371364817
2000-10-01,102.613855934689
2000-11-01,102.328366064271
2000-12-01,101.729072714618
2001-01-01,101.135191422774
2001-02-01,100.701150571491
2001-03-01,100.513832058431
2001-04-01,100.476280646698
2001-05-01,100.615826953675
2001-06-01,100.7055345573
2001-07-01,100.607871592201
2001-08-01,100.265539463249
2001-09-01,99.7722903715953
2001-10-01,99.5944549678524
2001-11-01,99.7621876492705
2001-12-01,100.168106439258
2002-01-01,100.56063294033
2002-02-01,100.795786801125
2002-03-01,101.008413435618
2002-04-01,101.068307613123
2002-05-01,101.038722800327
2002-06-01,100.754063556466
2002-07-01,100.372956407808
2002-08-01,100.058886712639
2002-09-01,99.7841288701047
2002-10-01,99.5767024177218
2002-11-01,99.5937890809553
2002-12-01,99.5909096514148
2003-01-01,99.3880552267246
2003-02-01,99.2081346283307
2003-03-01,99.3026518863721
2003-04-01,99.7960588498096
2003-05-01,100.282515379178
2003-06-01,100.459990823726
2003-07-01,100.462593383413
2003-08-01,100.36094939563
2003-09-01,100.320673409877
2003-10-01,100.48924866306
2003-11-01,100.821539552748
2003-12-01,101.166248055077
2004-01-01,101.483954335815
2004-02-01,101.354758333198
2004-03-01,101.163918064626
2004-04-01,100.969309993395
2004-05-01,100.880187370702
2004-06-01,101.037024794387
2004-07-01,101.163732050394
2004-08-01,101.135643543744
2004-09-01,101.000460957367
2004-10-01,100.898960002506
2004-11-01,100.971986773071
2004-12-01,101.126390712238
2005-01-01,101.109647756716
2005-02-01,100.932633337399
2005-03-01,100.671601822401
2005-04-01,100.457282862942
2005-05-01,100.534572115383
2005-06-01,100.819136943688
2005-07-01,100.712745410732
2005-08-01,100.040168927293
2005-09-01,99.2226873826543
2005-10-01,98.9573843827786
2005-11-01,99.3970570122068
2005-12-01,100.053105406606
2006-01-01,100.349141368609
2006-02-01,100.29378920695
2006-03-01,100.144381615873
2006-04-01,99.8582894579024
2006-05-01,99.5376291846055
2006-06-01,99.5140142015957
2006-07-01,99.5551294207879
2006-08-01,99.666863976186
2006-09-01,100.025350565629
2006-10-01,100.502817468066
2006-11-01,100.765474418154
2006-12-01,100.896708705336
2007-01-01,100.933087430792
2007-02-01,100.679432342134
2007-03-01,100.370422523548
2007-04-01,100.172577190729
2007-05-01,100.104006643084
2007-06-01,100.057762242647
2007-07-01,100.031479596099
2007-08-01,99.7709413692766
2007-09-01,99.4809186297899
2007-10-01,99.1461187066966
2007-11-01,98.8212079299893
2007-12-01,98.6300435654225
2008-01-01,98.4462940537482
2008-02-01,98.0040670580992
2008-03-01,97.4709178420523
2008-04-01,96.8699495809473
2008-05-01,96.4384672240359
2008-06-01,96.3027781079717
2008-07-01,96.5338381668629
2008-08-01,96.8265685842944
2008-09-01,96.9130862719083
2008-10-01,96.5115824035239
2008-11-01,96.2196632532614
2008-12-01,96.2111686835333
2009-01-01,96.2193687461022
2009-02-01,96.1897487892801
2009-03-01,96.4194593101966
2009-04-01,96.9292226546192
2009-05-01,97.3678496913432
2009-06-01,97.54944859116
2009-07-01,97.4980156932368
2009-08-01,97.547713715443
2009-09-01,97.7500141148027
2009-10-01,97.783730906696
2009-11-01,97.7996923888903
2009-12-01,97.9977654832584
2010-01-01,98.1813672286031
2010-02-01,98.2439503823522
2010-03-01,98.2404333462963
2010-04-01,98.217235256595
2010-05-01,98.215793019832
2010-06-01,98.1078413292877
2010-07-01,97.7847729751311
2010-08-01,97.5877358037004
2010-09-01,97.5300380701451
2010-10-01,97.6418355246949
2010-11-01,97.9338701094994
2010-12-01,98.2185589064261
2011-01-01,98.3414456139505
2011-02-01,98.2857706166187
2011-03-01,98.0093161189309
2011-04-01,97.9430308871851
2011-05-01,97.9252127940991
2011-06-01,97.5765165997618
2011-07-01,96.921794423598
2011-08-01,96.3629557918482
2011-09-01,96.2867176903407
2011-10-01,96.5496256337898
2011-11-01,97.0509323899372
2011-12-01,97.6710308290625
2012-01-01,98.1996741928169
2012-02-01,98.4943953878761
2012-03-01,98.6364223182483
2012-04-01,98.6762248488079
2012-05-01,98.6122923506985
2012-06-01,98.3781766098348
2012-07-01,98.2956831914012
2012-08-01,98.4902012893451
2012-09-01,98.8523926690352
2012-10-01,99.1121279599306
2012-11-01,99.0132040571165
2012-12-01,98.6307857702269
2013-01-01,98.4837524457898
2013-02-01,98.6016897401121
2013-03-01,98.7927274194932
2013-04-01,99.0356654080674
2013-05-01,99.4231633037292
2013-06-01,99.6235025598844
2013-07-01,99.580328871772
2013-08-01,99.2586220421855
2013-09-01,98.8220968648926
2013-10-01,98.5522283683014
2013-11-01,98.6673318943438
2013-12-01,99.0152546552486
2014-01-01,99.2133038785813
2014-02-01,99.2936052916075
2014-03-01,99.330558544062
2014-04-01,99.414226673245
2014-05-01,99.3986193390772
2014-06-01,99.3683561956737
2014-07-01,99.3589743958371
2014-08-01,99.4677280516452
2014-09-01,99.70189739992
2014-10-01,100.031107780787
2014-11-01,100.435037399544
2014-12-01,100.882929494999
2015-01-01,101.184694391798
2015-02-01,101.187307942438
2015-03-01,101.077069009348
2015-04-01,101.014572486921
2015-05-01,100.922802965871
2015-06-01,100.938890122047
2015-07-01,100.807896821891
2015-08-01,100.591558820914
2015-09-01,100.396596477933
2015-10-01,100.429980121683
2015-11-01,100.563024575855
2015-12-01,100.673841662206
2016-01-01,100.688791100282
2016-02-01,100.64615877497
2016-03-01,100.600670981232
2016-04-01,100.625858590834
2016-05-01,100.76558580936
2016-06-01,100.740408176004
2016-07-01,100.572940358287
2016-08-01,100.45196115105
2016-09-01,100.43008611059
2016-10-01,100.517901322844
2016-11-01,100.893756517274
2016-12-01,101.279041073388
2017-01-01,101.448228315334
2017-02-01,101.434190615131
2017-03-01,101.399280309318
2017-04-01,101.354067569482
2017-05-01,101.272787025252
2017-06-01,101.151973223672
2017-07-01,101.105163892955
2017-08-01,101.215259353456
2017-09-01,101.353145616364
2017-10-01,101.523971387244
2017-11-01,101.50107557111
2017-12-01,101.406833795257
2018-01-01,101.440254395728
2018-02-01,101.62222948536
2018-03-01,101.73526891426
2018-04-01,101.678433961396
2018-05-01,101.582484137715
2018-06-01,101.517721431218
2018-07-01,101.482558374387
2018-08-01,101.49512618975
2018-09-01,101.588169688116
2018-10-01,101.568293221191
2018-11-01,101.446403244913
2018-12-01,101.256243993409
2019-01-01,101.028637540441
2019-02-01,101.089024807155
2019-03-01,101.33205892837
2019-04-01,101.510208693664
2019-05-01,101.608169524569
2019-06-01,101.503641074903
2019-07-01,101.245202546734
2019-08-01,100.915232188483
2019-09-01,100.915191262161
2019-10-01,101.141240521986
2019-11-01,101.44065360474
2019-12-01,101.694490319153
2020-01-01,101.692678917047
2020-02-01,101.21574736719
2020-03-01,100.103748355057
2020-04-01,98.8942634670496
2020-05-01,98.337098578485
2020-06-01,98.2816382628002
2020-07-01,98.3011242777693
2020-08-01,98.526633613966
2020-09-01,98.8759201860787
2020-10-01,99.0426690092037
2020-11-01,98.9928409571636
2020-12-01,98.9858420128117
2021-01-01,98.9666380630701
2021-02-01,99.0828171854462
2021-03-01,99.4756073657534
